timestamp,IowaRiver_IowaCity_NitrateLevel,IowaRiver_IowaCity_Flow,IowaRiver_IowaCity_GaugeHeight,IowaRiver_BelowCoralvilleDam_Flow,IowaRiver_BelowCoralvilleDam_GaugeHeight  ,WCP_00_TT_091  ,WP_WC_Nitrate_River,PRCP
2021-03-13 16:06:00+00:00,5.275,14.2,4571.642908,4579.193543,52.40346802,54.48042679,5.441971779,0.0
2021-03-13 17:06:00+00:00,5.27917,14.19,4534.178546,4530.403228,52.39551066,51.5,5.454445839,0.0
2021-03-13 18:06:00+00:00,5.2775,14.19,4575.821454,4579.596772,52.40346802,50.63146591,5.466919422,0.0
2021-03-13 19:06:00+00:00,5.27,14.19,4521.392849,4520.134409,52.40204264,50.71414185,5.479393482,0.0
2021-03-13 20:06:00+00:00,5.27,14.18,4508.357092,4500.806457,52.39755331,50.36999893,5.491867542,0.0
2021-03-13 21:06:00+00:00,5.27667,14.18,4525.821454,4529.596772,52.40653198,49.9186554,5.503486156,0.0
2021-03-13 22:06:00+00:00,5.29333,14.17137336,4550.0,4550.0,52.38897868,49.2125473,5.513503075,0.0
2021-03-13 23:06:00+00:00,5.31083,14.17,4545.821454,4549.596772,52.37795736,47.29999924,5.523519516,0.0
2021-03-14 00:06:00+00:00,5.31818,14.17,4506.964244,4500.672047,52.38653198,47.56342316,5.533536434,0.02
2021-03-14 01:06:00+00:00,5.32,14.16,4498.357092,4490.806457,52.38204264,48.46909332,5.543553352,0.02
2021-03-14 03:06:00+00:00,5.32,14.16,4525.821454,4529.596772,52.39551066,46.12329102,5.553569794,0.02
2021-03-14 04:06:00+00:00,5.3225,14.16,4535.821454,4539.596772,52.40551066,45.87912369,5.563586712,0.02
2021-03-14 05:06:00+00:00,5.32583,14.15,4534.428605,4539.462362,52.4,47.36983871,5.573603153,0.02
2021-03-14 06:06:00+00:00,5.32333,14.15,4530.0,4530.0,52.39,46.82613373,5.583620071,0.02
2021-03-14 07:06:00+00:00,5.33,14.15,4053.928487,4041.344094,52.03244669,46.83981323,5.593636513,0.02
2021-03-14 08:06:00+00:00,5.33083,14.10274672,3794.178546,3790.403228,51.87897868,47.18000031,5.585411072,0.02
2021-03-14 09:06:00+00:00,5.32,13.98549344,3702.785697,3700.268819,51.81897868,47.37345505,5.54541111,0.02
2021-03-14 10:06:00+00:00,5.31833,13.85412008,3634.178546,3630.403228,51.78551066,47.17744827,5.505411148,0.02
2021-03-14 11:06:00+00:00,5.29167,13.71412008,3595.571395,3590.537638,51.75551066,47.49000168,5.465411186,0.02
2021-03-14 12:06:00+00:00,5.28083,13.59412008,3637.214303,3639.731181,51.77346802,47.30337143,5.425411224,0.02
2021-03-14 13:06:00+00:00,5.28333,13.50274672,3590.0,3590.0,51.76653198,47.16828537,5.395450592,0.02
2021-03-14 14:06:00+00:00,5.30583,13.42274672,3624.428605,3629.462362,51.75244669,46.95643997,5.382976532,0.02
2021-03-14 15:06:00+00:00,5.31833,13.37137336,3552.535638,3541.209685,51.73102132,45.49379349,5.370502472,0.02
2021-03-14 16:06:00+00:00,5.32,13.34,3598.607151,3599.865591,51.76,44.58960724,5.358028412,0.02
2021-03-14 17:06:00+00:00,5.32,13.31137336,3591.392849,3590.134409,51.75551066,42.91995239,5.345554352,0.02
2021-03-14 18:06:00+00:00,5.32,13.29137336,3574.178546,3570.403228,51.75653198,40.38568115,5.333080769,0.02
2021-03-14 19:06:00+00:00,5.32,13.28,3578.607151,3579.865591,51.75,38.72000122,5.320606709,0.02
2021-03-14 20:06:00+00:00,5.32,13.27,3608.607151,3609.865591,51.75897868,36.81595993,5.308132648,0.02
2021-03-14 21:06:00+00:00,5.32,13.26137336,3568.607151,3569.865591,51.75102132,35.70999908,5.300000191,0.02
2021-03-14 22:06:00+00:00,5.31333,13.26,3600.0,3600.0,51.75448934,34.79249191,5.300000191,0.02
2021-03-14 23:06:00+00:00,5.31,13.26,3604.428605,3609.462362,51.76448934,34.87467575,5.300000191,0.02
2021-03-15 00:06:00+00:00,5.31,13.26,3571.392849,3570.134409,51.74551066,36.07205963,5.300000191,0.67
2021-03-15 01:06:00+00:00,5.30583,13.26,3591.642908,3599.193543,51.75448934,35.42243958,5.300000191,0.67
2021-03-15 02:06:00+00:00,5.30083,13.26,3578.607151,3579.865591,51.73897868,34.4060173,5.300000191,0.67
2021-03-15 03:06:00+00:00,5.2825,13.27862664,3554.178546,3550.403228,51.75204264,34.6411972,5.300000191,0.67
2021-03-15 04:06:00+00:00,5.2775,13.31725328,3620.0,3620.0,51.76346802,33.90000153,5.300000191,0.67
2021-03-15 05:06:00+00:00,5.27,13.39587992,3615.821454,3619.596772,51.78,32.76437378,5.296960831,0.67
2021-03-15 06:06:00+00:00,5.26667,13.48725328,3588.357092,3580.806457,51.77204264,31.94082069,5.288627625,0.67
2021-03-15 07:06:00+00:00,5.24917,13.53862664,3651.392849,3650.134409,51.80551066,30.63946533,5.280293941,0.67
2021-03-15 08:06:00+00:00,5.24583,13.56,3654.178546,3650.403228,51.8,30.50037575,5.271960735,0.67
2021-03-15 09:06:00+00:00,5.23333,13.58,3674.428605,3679.462362,51.81448934,29.95000076,5.263627529,0.67
2021-03-15 10:06:00+00:00,5.23,13.59,3677.214303,3679.731181,51.82,31.08989334,5.255293846,0.67
2021-03-15 11:06:00+00:00,5.2325,13.6,3690.0,3690.0,51.83,30.92436981,5.24696064,0.67
2021-03-15 12:06:00+00:00,5.23,13.59,3685.571395,3680.537638,51.81448934,32.16745377,5.238627434,0.67
2021-03-15 13:06:00+00:00,5.22667,13.58,3707.214303,3709.731181,51.84,32.86220169,5.230293751,0.67
2021-03-15 14:06:00+00:00,5.21083,13.57137336,3695.571395,3690.537638,51.83551066,33.07711029,5.221960545,0.67
2021-03-15 15:06:00+00:00,5.18583,13.56137336,3665.571395,3660.537638,51.82102132,32.72038269,5.213627338,0.67
2021-03-15 16:06:00+00:00,5.18583,13.55137336,3662.785697,3660.268819,51.81551066,32.49872971,5.205293655,0.67
2021-03-15 17:06:00+00:00,5.18917,13.54137336,3687.214303,3689.731181,51.81897868,31.82999992,5.186322689,0.67
2021-03-15 18:06:00+00:00,5.19083,13.53137336,3661.392849,3660.134409,51.81,31.52568626,5.148822784,0.67
2021-03-15 19:06:00+00:00,5.19,13.52137336,3658.607151,3659.865591,51.81551066,31.45999908,5.11132288,0.67
2021-03-15 20:06:00+00:00,5.18833,13.52,3670.0,3670.0,51.82551066,31.27874947,5.073822975,0.67
2021-03-15 21:06:00+00:00,5.18583,13.51,3685.821454,3689.596772,51.81346802,31.56614113,5.036323071,0.67
2021-03-15 22:06:00+00:00,5.1825,13.5,3691.392849,3690.134409,51.82448934,31.46948814,4.998822689,0.67
2021-03-15 23:06:00+00:00,5.19143,13.49,3670.0,3670.0,51.81448934,30.97734261,4.961322784,0.67
2021-03-16 00:06:00+00:00,5.21273,13.49,3630.0,3630.0,51.79551066,31.46417427,4.92382288,0.0
2021-03-16 01:06:00+00:00,5.20833,13.49,3638.357092,3630.806457,51.79551066,31.13986588,4.927354336,0.0
2021-03-16 02:06:00+00:00,5.2,13.48,3642.785697,3640.268819,51.8,30.64999962,5.002354145,0.0
2021-03-16 03:06:00+00:00,5.2025,13.47,3601.392849,3600.134409,51.78653198,31.23025131,5.077353954,0.0
2021-03-16 04:06:00+00:00,5.19333,13.47,3657.214303,3659.731181,51.80448934,31.13776207,5.15235424,0.0
2021-03-16 05:06:00+00:00,5.18833,13.45137336,3635.821454,3639.596772,51.8,31.29341888,5.199999809,0.0
2021-03-16 06:06:00+00:00,5.18,13.44137336,3638.607151,3639.865591,51.79448934,32.22092438,5.199999809,0.0
2021-03-16 07:06:00+00:00,5.1725,13.43137336,3647.214303,3649.731181,51.78244669,31.97576714,5.199999809,0.0
2021-03-16 08:06:00+00:00,5.16333,13.42137336,3593.035756,3599.327953,51.75346802,32.57898331,5.199999809,0.0
2021-03-16 09:06:00+00:00,5.16417,13.41,3540.0,3540.0,51.71897868,33.19010162,5.199999809,0.0
2021-03-16 10:06:00+00:00,5.15583,13.39,3522.785697,3520.268819,51.73102132,34.09875488,5.199999809,0.0
2021-03-16 11:06:00+00:00,5.17167,13.37,3520.0,3520.0,51.72,35.15332031,5.199999809,0.0
2021-03-16 12:06:00+00:00,5.17417,13.35,3472.785697,3470.268819,51.70755331,35.66543961,5.199999809,0.0
2021-03-16 13:06:00+00:00,5.1725,13.33137336,3520.0,3520.0,51.70897868,35.86508942,5.199999809,0.0
2021-03-16 14:06:00+00:00,5.16083,13.32,3511.392849,3510.134409,51.71551066,35.09511566,5.199999809,0.0
2021-03-16 15:06:00+00:00,5.17417,13.30137336,3505.821454,3509.596772,51.71551066,35.22775269,5.199999809,0.0
2021-03-16 16:06:00+00:00,5.17583,13.29,3490.0,3490.0,51.71102132,34.70999908,5.199999809,0.0
2021-03-16 17:06:00+00:00,5.16,13.28,3492.785697,3490.268819,51.70551066,34.88264465,5.199999809,0.0
2021-03-16 18:06:00+00:00,5.1725,13.27,3510.0,3510.0,51.69346802,34.74333954,5.199999809,0.0
2021-03-16 19:06:00+00:00,5.17917,13.26,3462.785697,3460.268819,51.68551066,34.35678101,5.199999809,0.0
2021-03-16 20:06:00+00:00,5.16833,13.25,3492.785697,3490.268819,51.71102132,34.53319168,5.199999809,0.0
2021-03-16 21:06:00+00:00,5.16,13.24,3480.0,3480.0,51.70102132,34.28278732,5.199999809,0.0
2021-03-16 22:06:00+00:00,5.15167,13.23,3488.607151,3489.865591,51.7,34.01462555,5.199999809,0.0
2021-03-16 23:06:00+00:00,5.15167,13.23,3480.0,3480.0,51.69,34.25261688,5.199999809,0.0
2021-03-17 00:06:00+00:00,5.14273,13.22,3491.392849,3490.134409,51.7,34.10576248,5.199999809,0.07
2021-03-17 01:06:00+00:00,5.14,13.21137336,3491.392849,3490.134409,51.69448934,34.38059616,5.199999809,0.07
2021-03-17 02:06:00+00:00,5.14,13.21,3495.821454,3499.596772,51.70448934,34.59000015,5.199999809,0.07
2021-03-17 03:06:00+00:00,5.14,13.21,3490.0,3490.0,51.68897868,34.74612045,5.199999809,0.07
2021-03-17 04:06:00+00:00,5.14,13.2,3494.428605,3499.462362,51.69897868,34.48713303,5.199999809,0.07
2021-03-17 05:06:00+00:00,5.13833,13.2,3464.178546,3460.403228,51.69102132,34.60749435,5.199999809,0.07
2021-03-17 06:06:00+00:00,5.13333,13.19,3513.035756,3519.327953,51.70897868,34.04318619,5.199999809,0.07
2021-03-17 07:06:00+00:00,5.13083,13.19,3498.607151,3499.865591,51.69346802,34.14886856,5.199999809,0.07
2021-03-17 08:06:00+00:00,5.1325,13.19,3460.0,3460.0,51.67448934,33.54399109,5.199999809,0.07
2021-03-17 09:06:00+00:00,5.125,13.19,3465.821454,3469.596772,51.69551066,33.25909424,5.199999809,0.07
2021-03-17 10:06:00+00:00,5.1225,13.18,3465.821454,3469.596772,51.67897868,33.44139862,5.199999809,0.07
2021-03-17 11:06:00+00:00,5.11,13.18,3444.178546,3440.403228,51.68102132,33.08981705,5.199999809,0.07
2021-03-17 12:06:00+00:00,5.09833,13.18,3460.0,3460.0,51.67448934,33.11127472,5.199999809,0.07
2021-03-17 13:06:00+00:00,5.09833,13.18,3460.0,3460.0,51.68,33.27000046,5.199999809,0.07
2021-03-17 14:06:00+00:00,5.09167,13.18,3454.178546,3450.403228,51.68,34.27999878,5.199999809,0.07
2021-03-17 15:06:00+00:00,5.09,13.18,3470.0,3470.0,51.69,33.85510254,5.199999809,0.07
2021-03-17 16:06:00+00:00,5.09,13.17,3456.964244,3450.672047,51.68,33.7272644,5.199999809,0.07
2021-03-17 17:06:00+00:00,5.09,13.18,3478.607151,3479.865591,51.70551066,33.76680756,5.190919399,0.07
2021-03-17 18:06:00+00:00,5.08667,13.18,3480.0,3480.0,51.7,33.71574783,5.166023254,0.07
2021-03-17 19:06:00+00:00,5.08083,13.19,3450.0,3450.0,51.68551066,34.02999878,5.14112711,0.07
2021-03-17 20:06:00+00:00,5.08167,13.2,3452.785697,3450.268819,51.69102132,34.39985657,5.116230965,0.07
2021-03-17 21:06:00+00:00,5.06917,13.2,3448.607151,3449.865591,51.69653198,35.10253143,5.099999905,0.07
2021-03-17 22:06:00+00:00,5.0575,13.21,3471.392849,3470.134409,51.69551066,35.43706512,5.099999905,0.07
2021-03-17 23:06:00+00:00,5.05167,13.21,3461.392849,3460.134409,51.68448934,36.51066971,5.099999905,0.07
2021-03-18 00:06:00+00:00,5.05,13.21,3484.428605,3489.462362,51.69897868,37.31258011,5.099999905,0.0
2021-03-18 01:06:00+00:00,5.05,13.2,3484.428605,3489.462362,51.69897868,37.35806274,5.099999905,0.0
2021-03-18 02:06:00+00:00,5.05,13.2,3454.428605,3459.462362,51.69551066,37.40478516,5.099999905,0.0
2021-03-18 03:06:00+00:00,5.04583,13.19137336,3432.785697,3430.268819,51.68102132,37.50201416,5.099999905,0.0
2021-03-18 04:06:00+00:00,5.03583,13.19,3425.571395,3420.537638,51.67653198,37.49926758,5.099999905,0.0
2021-03-18 05:06:00+00:00,5.011,13.19,3451.392849,3450.134409,51.68,37.65968323,5.099999905,0.0
2021-03-18 06:06:00+00:00,5.01,13.18,3480.0,3480.0,51.68897868,37.94668198,5.099999905,0.0
2021-03-18 07:06:00+00:00,5.01,13.18,3458.607151,3459.865591,51.68448934,39.20524979,5.099999905,0.0
2021-03-18 08:06:00+00:00,5.00583,13.18,3480.0,3480.0,51.68897868,40.56118774,5.099999905,0.0
2021-03-18 09:06:00+00:00,5.00083,13.17,3460.0,3460.0,51.68448934,42.37640381,5.099999905,0.0
2021-03-18 10:06:00+00:00,4.9725,13.17,3463.035756,3469.327953,51.67795736,44.79189301,5.099999905,0.0
